20191101,00003101,0,6,20191103071118,132000,0,873000,顧客　2/3.￥23000,2,23000,11,0,177000
20191102,00003101,2,8,20191103071118,279500,0,873000,,3,171000,16,0,177000
20191101,00003102,0,9,20191103071118,503900,79500,405500,開店直後から混雑、その後も来店された方にはほとんどがロング接客となり日割予算を大きくプラス。顧客メインな中、フリーの自家需要もでてきて掴めている。初日L&G 242900 SSH&MAG185000　と幸先の良いスタート。,6,404900,14,0,0
20191102,00003102,1,9,20191103071118,255500,95000,405500,フリー、顧客共にコンスタントに入店有り。深い接客に着ける事が多くフリーに単価の高いバッグやネックレス稼働。顧客にノエル2点稼働。無事日割達成。,4,86500,12,0,0
20191101,00003103,0,9,20191103071118,516000,0,0,顧客売上5/393200新規獲得目標60件　t:0NOEL(300)JL0客点 t:客点JP0客点 t:客点ST1客1点36000　t:1客1点36000IOS客点 t:客点GK1客3点102000 t:1客3点102000WH1客1点50000 t:1客1点50000Nathalie(130)7客26点101000 t: 7客26点101000Pointup(400)外商優待(250),4,313500,17,0,178000
20191102,00003103,5,25,20191103071118,644220,0,0,顧客売上14/426200新規獲得目標60件　t:5NOEL(300)JL0客点 t:客点JP0客点 t:客点ST0客点　t:1客1点36000IOS客点 t:客点GK1客1点19000 t:2客4点121000WH0客点 t:1客1点50000Nathalie(130)22客43点213600 t: 9客69点314600Pointup(400)外商優待(250)DDMオーダー3客5点178000,15,426200,35,178000,178000
20191101,00003104,0,1,20191103071118,21000,0,430000,館内の客数も少なく、ポイントアップの賑わいも感じず。フリーのブランドリピーターにGK稼動しレジ開き。,0,0,5,0,0
20191102,00003104,0,5,20191103071118,238050,430000,430000,顧客来店が2件あり、高単価での実売もあったが、日中のフリーは苦戦。男プレ1件のみ。,4,223050,11,0,0
20191101,00003105,1,5,20191103071118,66600,0,256000,L＆G初日、ATP×ナタリー4点稼動。フリーにFS実売。夕方から閑散としていた。,4,66600,7,0,0
20191102,00003105,2,2,20191103071118,38000,16000,256000,ギフト探しのフリーが多いものの、ピンポイントすぎる又は全く決まっていないのどちらか。新規２名にWHピアス、ECL2点セット実売。,2,38000,5,0,0
20191101,00003106,0,4,20191103071118,167000,0,0,,4,167000,6,0,0
20191102,00003106,0,8,20191103071118,190700,0,0,,4,90700,12,0,0
20191101,00003107,0,2,20191103071118,72000,126000,657500,修理1件-1500ルミネ取置き目標420万　ｔ：31400020時以降混み合うが10%目的の方少なく苦戦。,1,72000,17,0,251000
20191102,00003107,0,2,20191103071118,29000,273500,657500,取り置き3日目 137500/451500,0,0,12,0,251000
20191101,00003108,0,11,20191103071118,562600,0,15000,ATP×NATALIE　119600DDMオーダー52000NOEL　0,3,265500,22,0,0
20191102,00003108,0,13,20191103071118,431500,0,15000,FS:58000  NOEL:17000JL:200000ATP:5000,9,345500,32,0,0
20191101,00003109,1,9,20191103071118,393840,0,147800,JL回収の他、顧客・新規に稼働。,5,315000,15,0,0
20191102,00003109,6,11,20191103071118,523100,0,147800,顧客にJLセット、ATPセット、フリーにはSTやIOS稼働で大きく日割りプラス。,3,318900,18,0,0
20191101,00003110,0,6,20191103071118,165800,0,0,,2,58000,9,0,0
20191102,00003110,0,2,20191103071118,77000,0,0,,0,0,13,0,0
20191101,00004101,0,2,20191103071118,49000,0,509000,ノエル展開初日だったが、顧客様のご来店がなくフリーの方に入店も乏しく厳しかった。,1,19000,5,0,0
20191102,00004101,1,7,20191103071118,192000,42000,509000,昼過ぎまで入店は無かったが、夕方にかけて入店は増加。しかしながら、日割り予算未達。,0,0,15,0,0
20191101,00004103,0,6,20191103071118,179000,27000,220500,HOLIDAYコレクション展開初日（WH/ADH/JG/SP)夕方から顧客様来店相次ぎ、2名検討。３名買上つながる。,4,144000,18,0,0
20191102,00004103,0,4,20191103071118,54600,62000,220500,深い接客に入ることが難しく、売上伸ばせなかった。取り置き発生10万あり。お隣り丸ビルはラグビー観戦（ライブビューイング）で盛り上がっていたが、新丸ビルは終日閑散とした。,0,0,20,0,0
20191101,00004104,0,8,20191103071118,185800,160000,209000,オープンから顧客様の来店がありATPセット実売もありコツコツ伸ばしたがあと一歩伸びず未達。,5,114800,10,0,5000
20191102,00004104,1,7,20191103071118,140300,0,209000,前半からコンスタントに稼働したが単価が低く伸びず。夕方以降ほとんど入店なく失速。,0,0,13,0,5000
20191101,00004105,0,5,20191103071118,273000,0,0,ツーリストにJLのレザーストール実売。旅行用にJGが動く。ストールの接客多かった。FS 133000　,0,0,21,0,304000
20191102,00004105,0,4,20191103071118,252000,0,0,松屋文化祭初日　様々なｲﾍﾞﾝﾄ目的での来店多数。,3,219000,12,0,304000
20191101,00004106,1,4,20191103071118,184000,0,1530000,客単価は悪くなかったが客数伸ばせず予算未達。JGに反応が偏って見られた。,1,57000,8,0,167000
20191102,00004106,0,3,20191103071118,146000,0,1530000,顧客のJP回収に助けられるも、客数伸びず非常に厳しかった。,2,124000,7,0,167000
20191101,00004107,0,36,20191103071118,1371000,0,0,ATPフェア初日で顧客様ご来店実売。しかしながらVIP顧客様のご来店がなく売上伸び悩み日割予算未達。,27,1232900,42,0,0
20191102,00004107,0,25,20191103071118,1345300,0,0,午後過ぎから顧客来店増え、ATPフェアが盛り上がった。フリー入店は少なく、接客も出来ていない。,22,1245200,29,0,0
20191101,00004108,0,2,20191103071118,58000,0,34000,,1,36000,8,0,411000
20191102,00004108,6,13,20191103071118,617000,0,34000,メールP-UP初日。JLハットオーダー回収と棚ものが好調で日割りにプラス。,1,139000,30,0,411000
20191101,00005101,0,0,20191103071118,0,286000,188000,売上は0と厳しかった。本日入金予定の通販が週明けに変更。NOEL1件取り置きになり明日来店予定。,0,0,3,0,0
20191102,00005101,0,4,20191103071118,229000,0,188000,顧客1件、フリー2件の売上。JDAよりご紹介のお客様にロザリンダ、その後フリーにHONUが稼働。顧客にNOELが動いた。,0,0,9,0,0
20191101,00005102,0,7,20191103071118,248000,140000,1211000,,4,248000,0,0,0
20191102,00005102,0,27,20191103071118,747500,36000,1211000,,9,284000,30,0,0
20191101,00006101,0,4,20191103071118,95000,0,914000,ウィンドー0/WED無/累計1名1点13万 男プレ1点3万/累計1名3万免税無/入店客数16名/累計16名NOEL1点3.6万/累計1点3.6万,2,65000,9,0,398000
20191102,00006101,2,11,20191103071118,330000,0,914000,ウィンドー3点/累計3点12.7万男プレ1点1.5万/累計2点4.5万免税無/入店客数38名/累計54名NOEL2点10.6万/累計3点14.2万,4,164000,19,0,398000
20191101,00006102,0,9,20191103071118,248000,0,0,ギフト 0件　TOTAL　0件WED接客 0件　TOTAL　0件　名簿獲得 0件　TOTAL　0件WEDオーダー 0件　TOTAL　0件インバウンド 1件 6.9万　TOTAL　1件 6.9万,7,147000,10,0,0
