445177,43354.68535897,43354.68541463,1,20190913,20190913,20190913,10,0,10544,00003103,00003103,00003103,.,100,0,-2,-12700,0,-1216,-12700,-12700,CVPOS 3.2.1.82 DESKTOP-NT5RV3A uchida (1280*760) OSMicrosoft-Windows-NT-6.2.9200.0 192.168.2.100 88B1115E612C,0,.,495927,445177,-12700,0,79,0,0,0,0,0,0,0,.,.,.,0,0,.,0,0,0,1,0,-1216,0,.,.,0,.,.,0,0,0,.,.,.,.,0,.,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,.,.,78@20190913,0,.,.,.,.,.,.,0,0,10,0
445164,43354.6653181,43354.66520467,1,20190913,20190913,20190913,10,0,10544,00003103,00003103,00003103,.,100,0,1,1900,0,152,1900,1900,CVPOS 3.2.1.82 DESKTOP-NT5RV3A uchida (1280*760) OSMicrosoft-Windows-NT-6.2.9200.0 192.168.2.100 88B1115E612C,0,.,495914,445164,1900,0,69,0,0,0,0,0,0,0,.,.,.,0,0,.,0,0,0,1,0,152,0,.,.,0,.,.,0,0,0,.,.,.,.,0,.,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.,.,.,.,.,0,0,10,0
445165,43354.66782801,43354.667694,1,20190913,20190913,20190913,20,0,10544,00003103,00003103,00003103,.,100,0,1,1900,0,152,1900,1900,CVPOS 3.2.1.82 DESKTOP-NT5RV3A uchida (1280*760) OSMicrosoft-Windows-NT-6.2.9200.0 192.168.2.100 88B1115E612C,0,.,495914,445165,1900,0,70,0,0,0,0,0,0,0,.,.,.,0,0,.,0,0,0,1,0,152,0,.,.,0,.,.,0,0,0,.,.,.,.,0,.,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.,.,.,.,.,0,0,10,0
445166,43354.66869739,43354.66857724,1,20190913,20190913,20190913,20,0,10544,00003103,00003103,00003103,.,100,0,1,1900,0,152,1900,1900,CVPOS 3.2.1.82 DESKTOP-NT5RV3A uchida (1280*760) OSMicrosoft-Windows-NT-6.2.9200.0 192.168.2.100 88B1115E612C,0,.,495914,445166,1900,0,71,0,0,0,0,0,0,0,.,.,.,0,0,.,0,0,0,1,0,152,0,.,.,0,.,.,0,0,0,.,.,.,.,0,.,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.,.,.,.,.,0,0,10,0
445167,43354.66869739,43354.66857724,1,20190913,20190913,20190913,21,0,10544,00003103,00003103,00003103,.,100,0,1,68600,0,6860,69000,68600,CVPOS 3.2.1.82 DESKTOP-NT5RV3A uchida (1280*760) OSMicrosoft-Windows-NT-6.2.9200.0 192.168.2.100 88B1115E612C,0,.,495914,445167,68600,0,71,0,0,0,0,0,0,0,.,.,.,0,0,.,0,0,0,1,0,6860,36209,.,.,0,.,.,0,0,0,.,.,.,.,0,.,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.,.,.,.,.,0,0,10,0
445168,43354.6696322,43354.66950443,1,20190913,20190913,20190913,21,0,10544,00003103,00003103,00003103,.,100,0,1,68600,0,6860,69000,68600,CVPOS 3.2.1.82 DESKTOP-NT5RV3A uchida (1280*760) OSMicrosoft-Windows-NT-6.2.9200.0 192.168.2.100 88B1115E612C,0,.,495914,445168,68600,0,72,0,0,0,0,0,0,0,.,.,.,0,0,.,0,0,0,1,0,6860,36209,.,.,0,.,.,0,0,0,.,.,.,.,0,.,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.,.,.,.,.,0,0,10,0
445172,43354.68300264,43354.68288985,1,20190913,20190913,20190913,10,0,10544,00003103,00003103,00003103,.,100,0,1,1900,0,152,1900,1900,CVPOS 3.2.1.82 DESKTOP-NT5RV3A uchida (1280*760) OSMicrosoft-Windows-NT-6.2.9200.0 192.168.2.100 88B1115E612C,0,.,495927,445172,1900,0,74,0,0,0,0,0,0,0,.,.,.,0,0,.,0,0,0,1,0,152,0,.,.,0,.,.,0,0,0,.,.,.,.,0,.,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.,.,.,.,.,0,0,10,0
445174,43354.68417462,43354.68406896,1,20190913,20190913,20190913,11,0,10544,00003103,00003103,00003103,.,100,0,1,68600,0,6860,69000,68600,CVPOS 3.2.1.82 DESKTOP-NT5RV3A uchida (1280*760) OSMicrosoft-Windows-NT-6.2.9200.0 192.168.2.100 88B1115E612C,0,.,495927,445174,68600,0,76,0,0,0,0,0,0,0,.,.,.,0,0,.,0,0,0,1,0,6860,36209,.,.,0,.,.,0,0,0,.,.,.,.,0,.,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.,.,.,.,.,0,0,10,0
445173,43354.68336655,43354.68362806,1,20190913,20190913,20190913,10,0,10544,00003103,00003103,00003103,.,100,0,-1,-1900,0,-152,-1900,-1900,CVPOS 3.2.1.82 DESKTOP-NT5RV3A uchida (1280*760) OSMicrosoft-Windows-NT-6.2.9200.0 192.168.2.100 88B1115E612C,0,.,495927,445173,-1900,0,75,0,0,0,0,0,0,0,.,.,.,0,0,.,0,0,0,1,0,-152,0,.,.,0,.,.,0,0,0,.,.,.,.,0,.,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,.,.,74@20190913,0,.,.,.,.,.,.,0,0,10,0
445160,43354.6491456,43354.64901724,1,20190913,20190913,20190913,10,0,10544,00003103,00003103,00003103,.,100,0,1,1900,0,152,1900,1900,CVPOS 3.2.1.82 DESKTOP-NT5RV3A uchida (1280*760) OSMicrosoft-Windows-NT-6.2.9200.0 192.168.2.100 88B1115E612C,0,.,495914,445160,1900,0,66,0,0,0,0,0,0,0,.,.,.,0,0,.,0,0,0,1,0,152,0,.,.,0,.,.,0,0,0,.,.,.,.,0,.,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.,.,.,.,.,0,0,10,0
445181,43354.78341739,43354.78329006,1,20190913,20190913,20190913,10,0,10544,00003103,00003103,00003103,.,100,0,3,18000,0,1640,18000,18000,CVPOS 3.2.1.82 DESKTOP-NT5RV3A uchida (1280*760) OSMicrosoft-Windows-NT-6.2.9200.0 192.168.2.100 88B1115E612C,0,.,495929,445181,18000,0,80,0,0,0,0,0,0,0,.,.,.,0,0,.,0,0,0,1,0,1640,3000,.,.,0,.,.,0,0,0,.,.,.,.,0,.,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,.,.,.,0,.,.,.,.,.,.,0,0,10,0
